,x,y
0,1635873799.204057,97.5622357293869
1,1635873799.2403052,97.41464059196618
2,1635873799.2684207,97.69846723044398
3,1635873799.2724352,97.69846723044398
4,1635873799.3183284,97.46987315010571
5,1635873799.3833506,97.73771141649048
6,1635873799.4126375,97.60570824524314
7,1635873799.4476476,97.7700845665962
8,1635873799.476801,97.8107822410148
9,1635873799.534351,97.54188689217759
10,1635873799.5403507,97.82650634249471
11,1635873799.5762243,97.74445031712473
12,1635873799.6047192,97.41080866807611
13,1635873799.637311,97.84963002114165
14,1635873799.641332,97.84963002114165
15,1635873799.6860898,97.69701374207189
16,1635873799.7160535,97.5002642706131
17,1635873799.7813492,97.70031712473573
18,1635873799.8113506,97.48269027484143
19,1635873799.8716435,98.06725687103594
20,1635873799.875659,97.81263213530656
21,1635873799.911664,97.84077695560254
22,1635873799.9414442,97.93868921775899
23,1635873799.9757564,97.52074524312897
24,1635873799.9797618,97.52074524312897
25,1635873800.0042367,97.348044397463
26,1635873800.0540586,97.54756871035941
27,1635873800.0845988,97.16265856236787
28,1635873800.1160834,97.47357293868922
29,1635873800.2027194,97.62169661733616
30,1635873800.2157352,97.86508985200845
31,1635873800.2442951,97.96894820295984
32,1635873800.2801902,97.65420190274841
33,1635873800.3082812,97.99709302325581
34,1635873800.3445504,98.01744186046511
35,1635873800.348549,98.01744186046511
36,1635873800.3876252,97.7654598308668
37,1635873800.425034,98.18327167019028
38,1635873800.454158,98.10055496828753
39,1635873800.5064845,97.81448202959831
40,1635873800.518482,98.40856236786469
41,1635873800.5827036,97.98942917547569
42,1635873800.612066,98.32201374207189
43,1635873800.648067,98.09077695560254
44,1635873800.676127,98.02219873150106
45,1635873800.7082245,98.39270613107823
46,1635873800.7132459,98.39270613107823
47,1635873800.7573159,98.0220665961945
48,1635873800.7873902,98.04532241014799
49,1635873800.8448787,97.92349365750529
50,1635873800.851879,97.52510570824525
51,1635873800.888384,97.70745243128964
52,1635873800.9180496,98.00924947145877
53,1635873800.9828608,98.07003171247358
54,1635873801.0120316,98.11482558139535
55,1635873801.0476012,97.7786733615222
56,1635873801.0516229,97.7786733615222
57,1635873801.0759625,98.12909619450318
58,1635873801.1262908,98.0166490486258
59,1635873801.1775715,97.71656976744185
60,1635873801.191618,98.1284355179704
61,1635873801.2202146,97.9764799154334
62,1635873801.2559896,97.90446617336153
63,1635873801.2850502,98.25092494714588
64,1635873801.3210177,97.82901691331924
65,1635873801.3813741,98.18472515856237
66,1635873801.412822,97.98321881606765
67,1635873801.416843,97.98321881606765
68,1635873801.4612615,97.97093023255815
69,1635873801.5150754,98.34381606765328
70,1635873801.5250826,98.03131606765328
71,1635873801.5601873,98.12354651162791
72,1635873801.59007,97.8938953488372
73,1635873801.6200712,97.32558139534883
74,1635873801.6552813,97.58060253699789
75,1635873801.684278,97.61020084566596
76,1635873801.720194,97.14151691331924
77,1635873801.7844324,97.74352536997885
78,1635873801.788433,97.74352536997885
79,1635873801.8502634,97.65235200845666
80,1635873801.8635993,97.928911205074
81,1635873801.8923674,97.52880549682875
82,1635873801.924203,97.66939746300211
83,1635873801.9563332,97.92758985200845
84,1635873801.9891179,97.67626849894292
85,1635873802.0224545,97.75607822410149
86,1635873802.051583,98.16186575052853
87,1635873802.0876253,97.8715644820296
88,1635873802.1172214,97.95110993657505
89,1635873802.1708732,98.10134778012684
90,1635873802.1970448,97.82835623678648
91,1635873802.2289076,97.91305496828753
92,1635873802.2612681,98.24431818181819
93,1635873802.2920635,97.89402748414376
94,1635873802.326553,98.09236257928119
95,1635873802.3561,97.785544397463
96,1635873802.3881052,97.62486786469344
97,1635873802.4214942,97.6201109936575
98,1635873802.4521677,97.43353594080338
99,1635873802.5096865,97.24471458773785
100,1635873802.532213,97.4916754756871
101,1635873802.567111,97.54373678646934
102,1635873802.5956993,97.40327695560254
103,1635873802.6306689,97.91279069767442
104,1635873802.6610868,97.60504756871036
105,1635873802.6921272,97.49273255813954
106,1635873802.7267094,97.70163847780127
107,1635873802.755275,97.47093023255815
108,1635873802.7922359,97.69886363636364
109,1635873802.8420258,97.91226215644821
110,1635873802.8520486,97.5436046511628
111,1635873802.9008741,97.8021934460888
112,1635873802.933057,98.11746828752642
113,1635873802.9666967,97.85914376321352
114,1635873802.997185,98.03646934460888
115,1635873803.0320518,98.26955602536998
116,1635873803.0606515,98.19397463002115
117,1635873803.0963464,98.45401691331924
118,1635873803.1261125,98.348044397463
119,1635873803.178012,97.96115221987316
120,1635873803.191109,98.12724630021141
121,1635873803.2206662,97.83813424947147
122,1635873803.2699993,97.6958245243129
123,1635873803.3000765,98.2147198731501
124,1635873803.336083,97.99497885835095
125,1635873803.3649454,97.80457188160676
126,1635873803.3970883,98.16926532769556
127,1635873803.431895,97.78620507399577
128,1635873803.4597886,97.82359936575052
129,1635873803.5184267,98.04056553911205
130,1635873803.5244288,97.51427061310783
131,1635873803.5601926,97.84421247357294
132,1635873803.6047523,98.20864164904863
133,1635873803.6401672,97.72370507399577
134,1635873803.6704645,98.12724630021141
135,1635873803.700248,98.15935517970402
136,1635873803.7347567,98.10517970401692
137,1635873803.7640944,98.31065010570825
138,1635873803.7999964,98.29016913319239
139,1635873803.8503687,98.16966173361523
140,1635873803.8594067,98.59593023255815
141,1635873803.8931005,98.67336152219873
142,1635873803.9241495,98.68274312896406
143,1635873803.9722564,98.98269027484143
144,1635873804.0042148,98.54743657505286
145,1635873804.0378444,98.34526955602537
146,1635873804.067668,98.43763213530656
147,1635873804.1029146,98.11852536997885
148,1635873804.132441,98.18763213530656
149,1635873804.1910906,98.50356765327696
150,1635873804.197093,98.31501057082453
151,1635873804.2282379,98.5120243128964
152,1635873804.2630029,98.68617864693447
153,1635873804.2920804,98.11139006342495
154,1635873804.343489,98.35927589852008
155,1635873804.3720424,98.5318446088795
156,1635873804.4040923,98.10742600422833
157,1635873804.4388344,98.47555496828753
158,1635873804.4681363,98.30681818181819
159,1635873804.5275114,98.11746828752642
160,1635873804.5345333,98.49352536997885
161,1635873804.5644994,98.31514270613108
162,1635873804.6006305,98.24801797040169
163,1635873804.6286974,98.65155919661734
164,1635873804.677315,98.3703752642706
165,1635873804.7102282,98.36707188160676
166,1635873804.7403588,98.6958245243129
167,1635873804.7731457,98.64032769556026
168,1635873804.8077881,98.63860993657505
169,1635873804.85942,99.10319767441861
170,1635873804.8724205,98.49841437632135
171,1635873804.9011211,98.7936046511628
172,1635873804.9321115,98.74352536997885
173,1635873804.9650877,98.39957716701903
174,1635873804.9984145,98.78567653276956
175,1635873805.047793,98.84077695560254
176,1635873805.0768735,98.6602801268499
177,1635873805.1080954,98.98863636363636
178,1635873805.1437428,98.95903805496829
179,1635873805.1940908,98.58734143763213
180,1635873805.2070973,98.77167019027485
181,1635873805.2367926,98.60134778012684
182,1635873805.2727208,98.41226215644821
183,1635873805.3011253,98.83099894291755
184,1635873805.3330188,98.5504756871036
185,1635873805.3677034,98.44529598308668
186,1635873805.4133124,98.76968816067654
187,1635873805.4485435,98.61086152219873
188,1635873805.477889,98.36601479915433
189,1635873805.5310986,98.90486257928119
190,1635873805.542117,98.46419133192389
191,1635873805.57216,98.60848308668076
192,1635873805.606541,99.09236257928119
193,1635873805.6360848,98.53818710359408
194,1635873805.670702,98.81725687103594
195,1635873805.6997256,98.84500528541226
196,1635873805.7037463,98.84500528541226
197,1635873805.781077,98.53290169133193
198,1635873805.8149922,98.65631606765328
199,1635873805.8660173,98.35887949260042
200,1635873805.8790584,98.66569767441861
201,1635873805.9073203,98.6688689217759
202,1635873805.9438,98.223044397463
203,1635873805.9728808,98.80483615221988
204,1635873806.0087523,98.57782769556026
205,1635873806.0373235,98.41292283298097
206,1635873806.0413444,98.41292283298097
207,1635873806.0681877,98.83033826638477
208,1635873806.1173108,98.40552325581395
209,1635873806.202961,98.48044397463002
210,1635873806.217935,98.4426532769556
211,1635873806.2473507,98.58152748414376
212,1635873806.277028,98.77127378435517
213,1635873806.3080819,98.42415433403805
214,1635873806.3413904,98.61363636363636
215,1635873806.373216,98.79743657505286
216,1635873806.408265,98.66635835095137
217,1635873806.4122865,98.66635835095137
218,1635873806.4363446,98.96696617336153
219,1635873806.5094967,99.03620507399577
220,1635873806.5165594,98.57743128964059
221,1635873806.5804467,98.47013742071881
222,1635873806.616132,98.02616279069767
223,1635873806.644455,98.46405919661734
224,1635873806.6771672,98.1470665961945
225,1635873806.7099125,98.11905391120507
226,1635873806.7402232,98.50726744186046
227,1635873806.7750263,98.25951374207189
228,1635873806.7790341,98.25951374207189
229,1635873806.8422606,98.32994186046511
230,1635873806.8562713,98.52457716701903
231,1635873806.8854227,98.09751585623678
232,1635873806.9160252,98.1534090909091
233,1635873806.9800146,98.16080866807611
234,1635873807.0166214,98.49590380549682
235,1635873807.0450318,98.49775369978859
236,1635873807.080585,98.14098837209302
237,1635873807.108915,98.42851479915433
238,1635873807.1129005,98.42851479915433
239,1635873807.165534,98.63927061310783
240,1635873807.1885014,98.42283298097252
241,1635873807.223049,98.77576638477801
242,1635873807.2523913,98.63345665961945
243,1635873807.2853296,98.47410147991543
244,1635873807.3172276,98.91728329809725
245,1635873807.382528,98.60412262156449
246,1635873807.4130025,98.80060782241014
247,1635873807.4483576,98.33826638477801
248,1635873807.4770281,98.13028541226215
249,1635873807.5020373,98.13028541226215
